"","CellLine","Resolution","Resampling","PredictorType","Metric","Performance"
"1007","K562","25 kb","None","OP","AUPRC",0.279
"1008","K562","25 kb","None","Distance","TN",2357
"1009","K562","25 kb","None","Distance","FN",334
"1010","K562","25 kb","None","Distance","FP",4
"1011","K562","25 kb","None","Distance","TP",17
"1012","K562","25 kb","None","Distance","Total",2712
"1013","K562","25 kb","None","Distance","Sensitivity",0.048
"1014","K562","25 kb","None","Distance","Specificity",0.998
"1015","K562","25 kb","None","Distance","Kappa",0.078
"1016","K562","25 kb","None","Distance","Accuracy",0.875
"1017","K562","25 kb","None","Distance","Precision",0.81
"1018","K562","25 kb","None","Distance","FPR",0.002
"1019","K562","25 kb","None","Distance","FNR",0.124
"1020","K562","25 kb","None","Distance","FOR",0.124
"1021","K562","25 kb","None","Distance","NPV",0.876
"1022","K562","25 kb","None","Distance","MCC",0.179
"1023","K562","25 kb","None","Distance","F1",0.091
"1024","K562","25 kb","None","Distance","AUC",0.818
"1025","K562","25 kb","None","Distance","Youden",0.047
"1026","K562","25 kb","None","Distance","AUPRC",0.421
"1027","K562","50 kb","None","OC","TN",1181
"1028","K562","50 kb","None","OC","FN",181
"1029","K562","50 kb","None","OC","FP",0
"1030","K562","50 kb","None","OC","TP",0
"1031","K562","50 kb","None","OC","Total",1362
"1032","K562","50 kb","None","OC","Sensitivity",0
"1033","K562","50 kb","None","OC","Specificity",1
"1034","K562","50 kb","None","OC","Kappa",0
"1035","K562","50 kb","None","OC","Accuracy",0.867
"1036","K562","50 kb","None","OC","Precision",NA
"1037","K562","50 kb","None","OC","FPR",0
"1038","K562","50 kb","None","OC","FNR",0.133
"1039","K562","50 kb","None","OC","FOR",0.133
"1040","K562","50 kb","None","OC","NPV",0.867
"1041","K562","50 kb","None","OC","MCC",NA
"1042","K562","50 kb","None","OC","F1",NA
"1043","K562","50 kb","None","OC","AUC",0.64
"1044","K562","50 kb","None","OC","Youden",0
"1045","K562","50 kb","None","OC","AUPRC",0.189
"1046","K562","50 kb","None","OP","TN",1181
"1047","K562","50 kb","None","OP","FN",181
"1048","K562","50 kb","None","OP","FP",0
"1049","K562","50 kb","None","OP","TP",0
"1050","K562","50 kb","None","OP","Total",1362
"1051","K562","50 kb","None","OP","Sensitivity",0
"1052","K562","50 kb","None","OP","Specificity",1
"1053","K562","50 kb","None","OP","Kappa",0
"1054","K562","50 kb","None","OP","Accuracy",0.867
"1055","K562","50 kb","None","OP","Precision",NA
"1056","K562","50 kb","None","OP","FPR",0
"1057","K562","50 kb","None","OP","FNR",0.133
"1058","K562","50 kb","None","OP","FOR",0.133
"1059","K562","50 kb","None","OP","NPV",0.867
"1060","K562","50 kb","None","OP","MCC",NA
"1061","K562","50 kb","None","OP","F1",NA
"1062","K562","50 kb","None","OP","AUC",0.663
"1063","K562","50 kb","None","OP","Youden",0
"1064","K562","50 kb","None","OP","AUPRC",0.229
"1065","K562","50 kb","None","Distance","TN",1176
"1066","K562","50 kb","None","Distance","FN",180
"1067","K562","50 kb","None","Distance","FP",5
"1068","K562","50 kb","None","Distance","TP",1
"1069","K562","50 kb","None","Distance","Total",1362
"1070","K562","50 kb","None","Distance","Sensitivity",0.006
"1071","K562","50 kb","None","Distance","Specificity",0.996
"1072","K562","50 kb","None","Distance","Kappa",0.002
"1073","K562","50 kb","None","Distance","Accuracy",0.864
"1074","K562","50 kb","None","Distance","Precision",0.167
"1075","K562","50 kb","None","Distance","FPR",0.004
"1076","K562","50 kb","None","Distance","FNR",0.133
"1077","K562","50 kb","None","Distance","FOR",0.133
"1078","K562","50 kb","None","Distance","NPV",0.867
"1079","K562","50 kb","None","Distance","MCC",0.007
"1080","K562","50 kb","None","Distance","F1",0.011
"1081","K562","50 kb","None","Distance","AUC",0.754
"1082","K562","50 kb","None","Distance","Youden",0.001
"1083","K562","50 kb","None","Distance","AUPRC",0.296
"1084","K562","100 kb","None","OC","TN",592
"1085","K562","100 kb","None","OC","FN",86
"1086","K562","100 kb","None","OC","FP",5
"1087","K562","100 kb","None","OC","TP",1
"1088","K562","100 kb","None","OC","Total",684
"1089","K562","100 kb","None","OC","Sensitivity",0.011
"1090","K562","100 kb","None","OC","Specificity",0.992
"1091","K562","100 kb","None","OC","Kappa",0.005
"1092","K562","100 kb","None","OC","Accuracy",0.867
"1093","K562","100 kb","None","OC","Precision",0.167
"1094","K562","100 kb","None","OC","FPR",0.008
"1095","K562","100 kb","None","OC","FNR",0.127
"1096","K562","100 kb","None","OC","FOR",0.127
"1097","K562","100 kb","None","OC","NPV",0.873
"1098","K562","100 kb","None","OC","MCC",0.011
"1099","K562","100 kb","None","OC","F1",0.022
"1100","K562","100 kb","None","OC","AUC",0.624
"1101","K562","100 kb","None","OC","Youden",0.003
"1102","K562","100 kb","None","OC","AUPRC",0.165
"1103","K562","100 kb","None","OP","TN",597
"1104","K562","100 kb","None","OP","FN",87
"1105","K562","100 kb","None","OP","FP",0
"1106","K562","100 kb","None","OP","TP",0
"1107","K562","100 kb","None","OP","Total",684
"1108","K562","100 kb","None","OP","Sensitivity",0
"1109","K562","100 kb","None","OP","Specificity",1
"1110","K562","100 kb","None","OP","Kappa",0
"1111","K562","100 kb","None","OP","Accuracy",0.873
"1112","K562","100 kb","None","OP","Precision",NA
"1113","K562","100 kb","None","OP","FPR",0
"1114","K562","100 kb","None","OP","FNR",0.127
"1115","K562","100 kb","None","OP","FOR",0.127
"1116","K562","100 kb","None","OP","NPV",0.873
"1117","K562","100 kb","None","OP","MCC",NA
"1118","K562","100 kb","None","OP","F1",NA
"1119","K562","100 kb","None","OP","AUC",0.606
"1120","K562","100 kb","None","OP","Youden",0
"1121","K562","100 kb","None","OP","AUPRC",0.166
"1122","K562","100 kb","None","Distance","TN",593
"1123","K562","100 kb","None","Distance","FN",87
"1124","K562","100 kb","None","Distance","FP",4
"1125","K562","100 kb","None","Distance","TP",0
"1126","K562","100 kb","None","Distance","Total",684
"1127","K562","100 kb","None","Distance","Sensitivity",0
"1128","K562","100 kb","None","Distance","Specificity",0.993
"1129","K562","100 kb","None","Distance","Kappa",-0.011
"1130","K562","100 kb","None","Distance","Accuracy",0.867
"1131","K562","100 kb","None","Distance","Precision",0
"1132","K562","100 kb","None","Distance","FPR",0.007
"1133","K562","100 kb","None","Distance","FNR",0.128
"1134","K562","100 kb","None","Distance","FOR",0.128
"1135","K562","100 kb","None","Distance","NPV",0.872
"1136","K562","100 kb","None","Distance","MCC",-0.029
"1137","K562","100 kb","None","Distance","F1",NA
"1138","K562","100 kb","None","Distance","AUC",0.708
"1139","K562","100 kb","None","Distance","Youden",-0.007
"1140","K562","100 kb","None","Distance","AUPRC",0.252
"1141","K562","10 kb","ROS","OC","TN",5544
"1142","K562","10 kb","ROS","OC","FN",564
"1143","K562","10 kb","ROS","OC","FP",506
"1144","K562","10 kb","ROS","OC","TP",142
"1145","K562","10 kb","ROS","OC","Total",6756
"1146","K562","10 kb","ROS","OC","Sensitivity",0.201
"1147","K562","10 kb","ROS","OC","Specificity",0.916
"1148","K562","10 kb","ROS","OC","Kappa",0.122
"1149","K562","10 kb","ROS","OC","Accuracy",0.842
"1150","K562","10 kb","ROS","OC","Precision",0.219
"1151","K562","10 kb","ROS","OC","FPR",0.084
"1152","K562","10 kb","ROS","OC","FNR",0.092
"1153","K562","10 kb","ROS","OC","FOR",0.092
"1154","K562","10 kb","ROS","OC","NPV",0.908
"1155","K562","10 kb","ROS","OC","MCC",0.122
"1156","K562","10 kb","ROS","OC","F1",0.21
"1157","K562","10 kb","ROS","OC","AUC",0.706
"1158","K562","10 kb","ROS","OC","Youden",0.117
"1159","K562","10 kb","ROS","OC","AUPRC",0.185
"1160","K562","10 kb","ROS","OP","TN",5769
"1161","K562","10 kb","ROS","OP","FN",637
"1162","K562","10 kb","ROS","OP","FP",281
"1163","K562","10 kb","ROS","OP","TP",69
"1164","K562","10 kb","ROS","OP","Total",6756
"1165","K562","10 kb","ROS","OP","Sensitivity",0.098
"1166","K562","10 kb","ROS","OP","Specificity",0.954
"1167","K562","10 kb","ROS","OP","Kappa",0.066
"1168","K562","10 kb","ROS","OP","Accuracy",0.864
"1169","K562","10 kb","ROS","OP","Precision",0.197
"1170","K562","10 kb","ROS","OP","FPR",0.046
"1171","K562","10 kb","ROS","OP","FNR",0.099
"1172","K562","10 kb","ROS","OP","FOR",0.099
"1173","K562","10 kb","ROS","OP","NPV",0.901
"1174","K562","10 kb","ROS","OP","MCC",0.071
"1175","K562","10 kb","ROS","OP","F1",0.131
"1176","K562","10 kb","ROS","OP","AUC",0.714
"1177","K562","10 kb","ROS","OP","Youden",0.051
"1178","K562","10 kb","ROS","OP","AUPRC",0.188
"1179","K562","10 kb","ROS","Distance","TN",5988
"1180","K562","10 kb","ROS","Distance","FN",571
"1181","K562","10 kb","ROS","Distance","FP",62
"1182","K562","10 kb","ROS","Distance","TP",135
"1183","K562","10 kb","ROS","Distance","Total",6756
"1184","K562","10 kb","ROS","Distance","Sensitivity",0.191
"1185","K562","10 kb","ROS","Distance","Specificity",0.99
"1186","K562","10 kb","ROS","Distance","Kappa",0.266
"1187","K562","10 kb","ROS","Distance","Accuracy",0.906
"1188","K562","10 kb","ROS","Distance","Precision",0.685
"1189","K562","10 kb","ROS","Distance","FPR",0.01
"1190","K562","10 kb","ROS","Distance","FNR",0.087
"1191","K562","10 kb","ROS","Distance","FOR",0.087
"1192","K562","10 kb","ROS","Distance","NPV",0.913
"1193","K562","10 kb","ROS","Distance","MCC",0.329
"1194","K562","10 kb","ROS","Distance","F1",0.299
"1195","K562","10 kb","ROS","Distance","AUC",0.888
"1196","K562","10 kb","ROS","Distance","Youden",0.181
"1197","K562","10 kb","ROS","Distance","AUPRC",0.486
"1198","K562","25 kb","ROS","OC","TN",2277
"1199","K562","25 kb","ROS","OC","FN",320
"1200","K562","25 kb","ROS","OC","FP",84
"1201","K562","25 kb","ROS","OC","TP",31
"1202","K562","25 kb","ROS","OC","Total",2712
"1203","K562","25 kb","ROS","OC","Sensitivity",0.088
"1204","K562","25 kb","ROS","OC","Specificity",0.964
"1205","K562","25 kb","ROS","OC","Kappa",0.074
"1206","K562","25 kb","ROS","OC","Accuracy",0.851
"1207","K562","25 kb","ROS","OC","Precision",0.27
"1208","K562","25 kb","ROS","OC","FPR",0.036
"1209","K562","25 kb","ROS","OC","FNR",0.123
"1210","K562","25 kb","ROS","OC","FOR",0.123
"1211","K562","25 kb","ROS","OC","NPV",0.877
"1212","K562","25 kb","ROS","OC","MCC",0.088
"1213","K562","25 kb","ROS","OC","F1",0.133
"1214","K562","25 kb","ROS","OC","AUC",0.706
"1215","K562","25 kb","ROS","OC","Youden",0.053
"1216","K562","25 kb","ROS","OC","AUPRC",0.232
"1217","K562","25 kb","ROS","OP","TN",2298
"1218","K562","25 kb","ROS","OP","FN",323
"1219","K562","25 kb","ROS","OP","FP",63
"1220","K562","25 kb","ROS","OP","TP",28
"1221","K562","25 kb","ROS","OP","Total",2712
"1222","K562","25 kb","ROS","OP","Sensitivity",0.08
"1223","K562","25 kb","ROS","OP","Specificity",0.973
"1224","K562","25 kb","ROS","OP","Kappa",0.078
"1225","K562","25 kb","ROS","OP","Accuracy",0.858
"1226","K562","25 kb","ROS","OP","Precision",0.308
"1227","K562","25 kb","ROS","OP","FPR",0.027
"1228","K562","25 kb","ROS","OP","FNR",0.123
"1229","K562","25 kb","ROS","OP","FOR",0.123
"1230","K562","25 kb","ROS","OP","NPV",0.877
"1231","K562","25 kb","ROS","OP","MCC",0.099
"1232","K562","25 kb","ROS","OP","F1",0.127
"1233","K562","25 kb","ROS","OP","AUC",0.721
"1234","K562","25 kb","ROS","OP","Youden",0.053
"1235","K562","25 kb","ROS","OP","AUPRC",0.254
"1236","K562","25 kb","ROS","Distance","TN",2334
"1237","K562","25 kb","ROS","Distance","FN",298
"1238","K562","25 kb","ROS","Distance","FP",27
"1239","K562","25 kb","ROS","Distance","TP",53
"1240","K562","25 kb","ROS","Distance","Total",2712
"1241","K562","25 kb","ROS","Distance","Sensitivity",0.151
"1242","K562","25 kb","ROS","Distance","Specificity",0.989
"1243","K562","25 kb","ROS","Distance","Kappa",0.208
"1244","K562","25 kb","ROS","Distance","Accuracy",0.88
"1245","K562","25 kb","ROS","Distance","Precision",0.662
"1246","K562","25 kb","ROS","Distance","FPR",0.011
"1247","K562","25 kb","ROS","Distance","FNR",0.113
"1248","K562","25 kb","ROS","Distance","FOR",0.113
"1249","K562","25 kb","ROS","Distance","NPV",0.887
"1250","K562","25 kb","ROS","Distance","MCC",0.277
"1251","K562","25 kb","ROS","Distance","F1",0.246
"1252","K562","25 kb","ROS","Distance","AUC",0.836
"1253","K562","25 kb","ROS","Distance","Youden",0.14
"1254","K562","25 kb","ROS","Distance","AUPRC",0.455
"1255","K562","50 kb","ROS","OC","TN",1155
"1256","K562","50 kb","ROS","OC","FN",177
"1257","K562","50 kb","ROS","OC","FP",26
"1258","K562","50 kb","ROS","OC","TP",4
"1259","K562","50 kb","ROS","OC","Total",1362
"1260","K562","50 kb","ROS","OC","Sensitivity",0.022
"1261","K562","50 kb","ROS","OC","Specificity",0.978
"1262","K562","50 kb","ROS","OC","Kappa",0
"1263","K562","50 kb","ROS","OC","Accuracy",0.851
"1264","K562","50 kb","ROS","OC","Precision",0.133
"1265","K562","50 kb","ROS","OC","FPR",0.022
"1266","K562","50 kb","ROS","OC","FNR",0.133
"1267","K562","50 kb","ROS","OC","FOR",0.133
"1268","K562","50 kb","ROS","OC","NPV",0.867
"1269","K562","50 kb","ROS","OC","MCC",0
"1270","K562","50 kb","ROS","OC","F1",0.038
"1271","K562","50 kb","ROS","OC","AUC",0.652
"1272","K562","50 kb","ROS","OC","Youden",0
"1273","K562","50 kb","ROS","OC","AUPRC",0.195
"1274","K562","50 kb","ROS","OP","TN",1163
"1275","K562","50 kb","ROS","OP","FN",178
"1276","K562","50 kb","ROS","OP","FP",18
"1277","K562","50 kb","ROS","OP","TP",3
"1278","K562","50 kb","ROS","OP","Total",1362
"1279","K562","50 kb","ROS","OP","Sensitivity",0.017
"1280","K562","50 kb","ROS","OP","Specificity",0.985
"1281","K562","50 kb","ROS","OP","Kappa",0.002
"1282","K562","50 kb","ROS","OP","Accuracy",0.856
"1283","K562","50 kb","ROS","OP","Precision",0.143
"1284","K562","50 kb","ROS","OP","FPR",0.015
"1285","K562","50 kb","ROS","OP","FNR",0.133
"1286","K562","50 kb","ROS","OP","FOR",0.133
"1287","K562","50 kb","ROS","OP","NPV",0.867
"1288","K562","50 kb","ROS","OP","MCC",0.004
"1289","K562","50 kb","ROS","OP","F1",0.03
"1290","K562","50 kb","ROS","OP","AUC",0.666
"1291","K562","50 kb","ROS","OP","Youden",0.001
"1292","K562","50 kb","ROS","OP","AUPRC",0.2
"1293","K562","50 kb","ROS","Distance","TN",1174
"1294","K562","50 kb","ROS","Distance","FN",174
"1295","K562","50 kb","ROS","Distance","FP",7
"1296","K562","50 kb","ROS","Distance","TP",7
"1297","K562","50 kb","ROS","Distance","Total",1362
"1298","K562","50 kb","ROS","Distance","Sensitivity",0.039
"1299","K562","50 kb","ROS","Distance","Specificity",0.994
"1300","K562","50 kb","ROS","Distance","Kappa",0.054
"1301","K562","50 kb","ROS","Distance","Accuracy",0.867
"1302","K562","50 kb","ROS","Distance","Precision",0.5
"1303","K562","50 kb","ROS","Distance","FPR",0.006
"1304","K562","50 kb","ROS","Distance","FNR",0.129
"1305","K562","50 kb","ROS","Distance","FOR",0.129
"1306","K562","50 kb","ROS","Distance","NPV",0.871
"1307","K562","50 kb","ROS","Distance","MCC",0.11
"1308","K562","50 kb","ROS","Distance","F1",0.072
"1309","K562","50 kb","ROS","Distance","AUC",0.808
"1310","K562","50 kb","ROS","Distance","Youden",0.033
"1311","K562","50 kb","ROS","Distance","AUPRC",0.389
"1312","K562","100 kb","ROS","OC","TN",589
"1313","K562","100 kb","ROS","OC","FN",86
"1314","K562","100 kb","ROS","OC","FP",8
"1315","K562","100 kb","ROS","OC","TP",1
"1316","K562","100 kb","ROS","OC","Total",684
"1317","K562","100 kb","ROS","OC","Sensitivity",0.011
"1318","K562","100 kb","ROS","OC","Specificity",0.987
"1319","K562","100 kb","ROS","OC","Kappa",-0.003
"1320","K562","100 kb","ROS","OC","Accuracy",0.863
"1321","K562","100 kb","ROS","OC","Precision",0.111
"1322","K562","100 kb","ROS","OC","FPR",0.013
"1323","K562","100 kb","ROS","OC","FNR",0.127
"1324","K562","100 kb","ROS","OC","FOR",0.127
"1325","K562","100 kb","ROS","OC","NPV",0.873
"1326","K562","100 kb","ROS","OC","MCC",-0.006
"1327","K562","100 kb","ROS","OC","F1",0.021
"1328","K562","100 kb","ROS","OC","AUC",0.625
"1329","K562","100 kb","ROS","OC","Youden",-0.002
"1330","K562","100 kb","ROS","OC","AUPRC",0.166
"1331","K562","100 kb","ROS","OP","TN",586
"1332","K562","100 kb","ROS","OP","FN",87
"1333","K562","100 kb","ROS","OP","FP",11
"1334","K562","100 kb","ROS","OP","TP",0
"1335","K562","100 kb","ROS","OP","Total",684
"1336","K562","100 kb","ROS","OP","Sensitivity",0
"1337","K562","100 kb","ROS","OP","Specificity",0.982
"1338","K562","100 kb","ROS","OP","Kappa",-0.029
"1339","K562","100 kb","ROS","OP","Accuracy",0.857
"1340","K562","100 kb","ROS","OP","Precision",0
"1341","K562","100 kb","ROS","OP","FPR",0.018
"1342","K562","100 kb","ROS","OP","FNR",0.129
"1343","K562","100 kb","ROS","OP","FOR",0.129
"1344","K562","100 kb","ROS","OP","NPV",0.871
"1345","K562","100 kb","ROS","OP","MCC",-0.049
"1346","K562","100 kb","ROS","OP","F1",NA
"1347","K562","100 kb","ROS","OP","AUC",0.639
"1348","K562","100 kb","ROS","OP","Youden",-0.018
"1349","K562","100 kb","ROS","OP","AUPRC",0.167
"1350","K562","100 kb","ROS","Distance","TN",594
"1351","K562","100 kb","ROS","Distance","FN",85
"1352","K562","100 kb","ROS","Distance","FP",3
"1353","K562","100 kb","ROS","Distance","TP",2
"1354","K562","100 kb","ROS","Distance","Total",684
"1355","K562","100 kb","ROS","Distance","Sensitivity",0.023
"1356","K562","100 kb","ROS","Distance","Specificity",0.995
"1357","K562","100 kb","ROS","Distance","Kappa",0.03
"1358","K562","100 kb","ROS","Distance","Accuracy",0.871
"1359","K562","100 kb","ROS","Distance","Precision",0.4
"1360","K562","100 kb","ROS","Distance","FPR",0.005
"1361","K562","100 kb","ROS","Distance","FNR",0.125
"1362","K562","100 kb","ROS","Distance","FOR",0.125
"1363","K562","100 kb","ROS","Distance","NPV",0.875
"1364","K562","100 kb","ROS","Distance","MCC",0.07
"1365","K562","100 kb","ROS","Distance","F1",0.043
"1366","K562","100 kb","ROS","Distance","AUC",0.797
"1367","K562","100 kb","ROS","Distance","Youden",0.018
"1368","K562","100 kb","ROS","Distance","AUPRC",0.328
"1369","K562","10 kb","RUS","OC","TN",4056
"1370","K562","10 kb","RUS","OC","FN",227
"1371","K562","10 kb","RUS","OC","FP",1994
"1372","K562","10 kb","RUS","OC","TP",479
"1373","K562","10 kb","RUS","OC","Total",6756
"1374","K562","10 kb","RUS","OC","Sensitivity",0.678
"1375","K562","10 kb","RUS","OC","Specificity",0.67
"1376","K562","10 kb","RUS","OC","Kappa",0.166
"1377","K562","10 kb","RUS","OC","Accuracy",0.671
"1378","K562","10 kb","RUS","OC","Precision",0.194
"1379","K562","10 kb","RUS","OC","FPR",0.33
"1380","K562","10 kb","RUS","OC","FNR",0.053
"1381","K562","10 kb","RUS","OC","FOR",0.053
"1382","K562","10 kb","RUS","OC","NPV",0.947
"1383","K562","10 kb","RUS","OC","MCC",0.222
"1384","K562","10 kb","RUS","OC","F1",0.301
"1385","K562","10 kb","RUS","OC","AUC",0.735
"1386","K562","10 kb","RUS","OC","Youden",0.349
"1387","K562","10 kb","RUS","OC","AUPRC",0.228
"1388","K562","10 kb","RUS","OP","TN",4099
"1389","K562","10 kb","RUS","OP","FN",234
"1390","K562","10 kb","RUS","OP","FP",1951
"1391","K562","10 kb","RUS","OP","TP",472
"1392","K562","10 kb","RUS","OP","Total",6756
"1393","K562","10 kb","RUS","OP","Sensitivity",0.669
"1394","K562","10 kb","RUS","OP","Specificity",0.678
"1395","K562","10 kb","RUS","OP","Kappa",0.167
"1396","K562","10 kb","RUS","OP","Accuracy",0.677
"1397","K562","10 kb","RUS","OP","Precision",0.195
"1398","K562","10 kb","RUS","OP","FPR",0.322
"1399","K562","10 kb","RUS","OP","FNR",0.054
"1400","K562","10 kb","RUS","OP","FOR",0.054
"1401","K562","10 kb","RUS","OP","NPV",0.946
"1402","K562","10 kb","RUS","OP","MCC",0.221
"1403","K562","10 kb","RUS","OP","F1",0.302
"1404","K562","10 kb","RUS","OP","AUC",0.74
"1405","K562","10 kb","RUS","OP","Youden",0.346
"1406","K562","10 kb","RUS","OP","AUPRC",0.247
"1407","K562","10 kb","RUS","Distance","TN",4215
"1408","K562","10 kb","RUS","Distance","FN",105
"1409","K562","10 kb","RUS","Distance","FP",1835
"1410","K562","10 kb","RUS","Distance","TP",601
"1411","K562","10 kb","RUS","Distance","Total",6756
"1412","K562","10 kb","RUS","Distance","Sensitivity",0.851
"1413","K562","10 kb","RUS","Distance","Specificity",0.697
"1414","K562","10 kb","RUS","Distance","Kappa",0.263
"1415","K562","10 kb","RUS","Distance","Accuracy",0.713
"1416","K562","10 kb","RUS","Distance","Precision",0.247
"1417","K562","10 kb","RUS","Distance","FPR",0.303
"1418","K562","10 kb","RUS","Distance","FNR",0.024
"1419","K562","10 kb","RUS","Distance","FOR",0.024
"1420","K562","10 kb","RUS","Distance","NPV",0.976
"1421","K562","10 kb","RUS","Distance","MCC",0.349
"1422","K562","10 kb","RUS","Distance","F1",0.383
"1423","K562","10 kb","RUS","Distance","AUC",0.847
"1424","K562","10 kb","RUS","Distance","Youden",0.548
"1425","K562","10 kb","RUS","Distance","AUPRC",0.358
"1426","K562","25 kb","RUS","OC","TN",1514
"1427","K562","25 kb","RUS","OC","FN",114
"1428","K562","25 kb","RUS","OC","FP",847
"1429","K562","25 kb","RUS","OC","TP",237
"1430","K562","25 kb","RUS","OC","Total",2712
"1431","K562","25 kb","RUS","OC","Sensitivity",0.675
"1432","K562","25 kb","RUS","OC","Specificity",0.641
"1433","K562","25 kb","RUS","OC","Kappa",0.168
"1434","K562","25 kb","RUS","OC","Accuracy",0.646
"1435","K562","25 kb","RUS","OC","Precision",0.219
"1436","K562","25 kb","RUS","OC","FPR",0.359
"1437","K562","25 kb","RUS","OC","FNR",0.07
"1438","K562","25 kb","RUS","OC","FOR",0.07
"1439","K562","25 kb","RUS","OC","NPV",0.93
"1440","K562","25 kb","RUS","OC","MCC",0.217
"1441","K562","25 kb","RUS","OC","F1",0.33
"1442","K562","25 kb","RUS","OC","AUC",0.716
"1443","K562","25 kb","RUS","OC","Youden",0.316
"1444","K562","25 kb","RUS","OC","AUPRC",0.258
"1445","K562","25 kb","RUS","OP","TN",1537
"1446","K562","25 kb","RUS","OP","FN",109
"1447","K562","25 kb","RUS","OP","FP",824
"1448","K562","25 kb","RUS","OP","TP",242
"1449","K562","25 kb","RUS","OP","Total",2712
"1450","K562","25 kb","RUS","OP","Sensitivity",0.689
"1451","K562","25 kb","RUS","OP","Specificity",0.651
"1452","K562","25 kb","RUS","OP","Kappa",0.182
"1453","K562","25 kb","RUS","OP","Accuracy",0.656
"1454","K562","25 kb","RUS","OP","Precision",0.227
"1455","K562","25 kb","RUS","OP","FPR",0.349
"1456","K562","25 kb","RUS","OP","FNR",0.066
"1457","K562","25 kb","RUS","OP","FOR",0.066
"1458","K562","25 kb","RUS","OP","NPV",0.934
"1459","K562","25 kb","RUS","OP","MCC",0.234
"1460","K562","25 kb","RUS","OP","F1",0.342
"1461","K562","25 kb","RUS","OP","AUC",0.725
"1462","K562","25 kb","RUS","OP","Youden",0.34
"1463","K562","25 kb","RUS","OP","AUPRC",0.28
"1464","K562","25 kb","RUS","Distance","TN",1491
"1465","K562","25 kb","RUS","Distance","FN",69
"1466","K562","25 kb","RUS","Distance","FP",870
"1467","K562","25 kb","RUS","Distance","TP",282
"1468","K562","25 kb","RUS","Distance","Total",2712
"1469","K562","25 kb","RUS","Distance","Sensitivity",0.803
"1470","K562","25 kb","RUS","Distance","Specificity",0.632
"1471","K562","25 kb","RUS","Distance","Kappa",0.221
"1472","K562","25 kb","RUS","Distance","Accuracy",0.654
"1473","K562","25 kb","RUS","Distance","Precision",0.245
"1474","K562","25 kb","RUS","Distance","FPR",0.368
"1475","K562","25 kb","RUS","Distance","FNR",0.044
"1476","K562","25 kb","RUS","Distance","FOR",0.044
"1477","K562","25 kb","RUS","Distance","NPV",0.956
"1478","K562","25 kb","RUS","Distance","MCC",0.295
"1479","K562","25 kb","RUS","Distance","F1",0.375
"1480","K562","25 kb","RUS","Distance","AUC",0.785
"1481","K562","25 kb","RUS","Distance","Youden",0.435
"1482","K562","25 kb","RUS","Distance","AUPRC",0.328
"1483","K562","50 kb","RUS","OC","TN",710
"1484","K562","50 kb","RUS","OC","FN",52
"1485","K562","50 kb","RUS","OC","FP",471
"1486","K562","50 kb","RUS","OC","TP",129
"1487","K562","50 kb","RUS","OC","Total",1362
"1488","K562","50 kb","RUS","OC","Sensitivity",0.713
"1489","K562","50 kb","RUS","OC","Specificity",0.601
"1490","K562","50 kb","RUS","OC","Kappa",0.159
"1491","K562","50 kb","RUS","OC","Accuracy",0.616
"1492","K562","50 kb","RUS","OC","Precision",0.215
"1493","K562","50 kb","RUS","OC","FPR",0.399
"1494","K562","50 kb","RUS","OC","FNR",0.068
"1495","K562","50 kb","RUS","OC","FOR",0.068
"1496","K562","50 kb","RUS","OC","NPV",0.932
"1497","K562","50 kb","RUS","OC","MCC",0.215
"1498","K562","50 kb","RUS","OC","F1",0.33
"1499","K562","50 kb","RUS","OC","AUC",0.671
"1500","K562","50 kb","RUS","OC","Youden",0.314
"1501","K562","50 kb","RUS","OC","AUPRC",0.214
"1502","K562","50 kb","RUS","OP","TN",675
"1503","K562","50 kb","RUS","OP","FN",60
"1504","K562","50 kb","RUS","OP","FP",506
"1505","K562","50 kb","RUS","OP","TP",121
"1506","K562","50 kb","RUS","OP","Total",1362
"1507","K562","50 kb","RUS","OP","Sensitivity",0.669
"1508","K562","50 kb","RUS","OP","Specificity",0.572
"1509","K562","50 kb","RUS","OP","Kappa",0.117
"1510","K562","50 kb","RUS","OP","Accuracy",0.584
"1511","K562","50 kb","RUS","OP","Precision",0.193
"1512","K562","50 kb","RUS","OP","FPR",0.428
"1513","K562","50 kb","RUS","OP","FNR",0.082
"1514","K562","50 kb","RUS","OP","FOR",0.082
"1515","K562","50 kb","RUS","OP","NPV",0.918
"1516","K562","50 kb","RUS","OP","MCC",0.163
"1517","K562","50 kb","RUS","OP","F1",0.3
"1518","K562","50 kb","RUS","OP","AUC",0.678
"1519","K562","50 kb","RUS","OP","Youden",0.24
"1520","K562","50 kb","RUS","OP","AUPRC",0.23
"1521","K562","50 kb","RUS","Distance","TN",672
"1522","K562","50 kb","RUS","Distance","FN",43
"1523","K562","50 kb","RUS","Distance","FP",509
"1524","K562","50 kb","RUS","Distance","TP",138
"1525","K562","50 kb","RUS","Distance","Total",1362
"1526","K562","50 kb","RUS","Distance","Sensitivity",0.762
"1527","K562","50 kb","RUS","Distance","Specificity",0.569
"1528","K562","50 kb","RUS","Distance","Kappa",0.159
"1529","K562","50 kb","RUS","Distance","Accuracy",0.595
"1530","K562","50 kb","RUS","Distance","Precision",0.213
"1531","K562","50 kb","RUS","Distance","FPR",0.431
"1532","K562","50 kb","RUS","Distance","FNR",0.06
"1533","K562","50 kb","RUS","Distance","FOR",0.06
